Clean_Reviews,Uncleaned_Reviews,Subjectivity,Polarity,sentiment
overall good,Overall good,0.30000000000000004,0.35,pos
bought printer supposedly wifi printing surprise surprise set wifi connectivity firstly set instruction incomplete one go manual qr scan take youtube video helpful secondly setup tried macair keep saying please check code sent machine mobile continue none sent macair none email address none mobile could even set continue thirdly went website given manual ij start canon useless model number even present fourthly went canon india website model closest e printer purchased e downloaded driver wifi setup went procedure though luck fifthly wanted return option return available book service call someone come set surprise technician called asking direction finally never came called way past allotted service time told send video printer connectivity issue way rectify get replacement needed video sent video waiting got mail saying service call completed please rate loss word want return product seller return money,"I bought this printer because it ""supposedly"" has wifi printing!!!Surprise, surprise ... just couldn't set up the wifi connectivity.Firstly, the set up instructions are incomplete and if one goes through the manual, the QR scan takes you to youtube videos which is not helpful at all.Secondly, during the setup, which I tried with my MacAir, it keep saying that please check the code sent to your machine or mobile to continue. There was none sent to me on my MacAir, none to my email address and none to my mobile ... how could they when I had not even set it up? So... couldn't continue.Thirdly, I went to the website given in the manual - ij.start.canon ... useless. The model number is not even present.Fourthly, went to the Canon India website ... again no model. The closest was E4270 while the printer that I purchased was E4200. Downloaded the driver & wifi setup ... went through the procedure ... THOUGH LUCK!!!Fifthly, wanted to return it ... couldn't; the option for return was not available ... I had to book a ""SERVICE CALL"" for someone to come and set it up for me.MORE SURPRISE ... the technician called up asking for directions and finally never came. When I called him way past the allotted service time, I was told to send a video of the printer because it was a connectivity issue and the only way to rectify it was to get a replacement for which he needed the video.I have sent the video and as I waiting, I got a mail saying that your service call has been completed ... please rate the same ...I am at loss of words.All that I want now is to return the product and for the seller to return my money!!!!",0.2425925925925926,-0.011111111111111108,pos
line coming print adf use,A line is coming in prints if ADF is in use.,0.0,0.0,pos
liked product merit demerit well first priter easy use need laptop computer priting scanning use mobile phone printing scanning take time get settle take time usual printing computer laptop cartridge ink costly get black cartridge r amazon colour cartridge opinion average product good product price,I liked the product but it has some merits and demerits as well first of all priter is easy to use and does not need any laptop and computer for priting and scanning you can use your mobile phone for printing and scanning. It takes time to get settle down take more time than usual if you are printing through computer or laptop. Cartridge ink is very costly. You will get black cartridge at Rs 649 on Amazon and 899 for colour cartridge. My opinion is average for this product. But good product at this price.,0.5214285714285715,0.20238095238095236,pos
good,Good 👍👍,0.6000000000000001,0.7,pos
really genuine canon product buying make sure take proper course operate setting bcoz time appear offline due different setting issue ur laptop printer best one operate ur phone,It's really genuine Canon product. Before buying make sure take proper course how to operate it and its setting. Bcoz most of the time it will appear offline due to different setting issues with ur laptop and printer. Best one to operate by ur phone.,0.46064814814814814,0.29583333333333334,pos
average color print quality ink efficient drain pretty quickly fit light use definitely recommended regular usage,"Average color print quality and not ink efficient, drains up pretty quickly. It fits for a light use and definitely not recommended for regular usage.",0.5128205128205129,0.15,pos
purchased may low usage year printer stopped powering week back today informed canon service center pixma e printer part available canon fix power issue recommend buy product reason otherwise user friendly easy interface price point convenient wifi printer,Purchased in May 2020. Had low usage in 2 years. The printer just stopped powering on few weeks back. Today was informed by canon service center that this pixma E 4270printer parts are not available from canon to fix the power on issue. Do not recommend to buy this product for this reason. Otherwise it was user friendly and easy interface at this price point. Convenient wifi printer.,0.35555555555555557,0.18472222222222223,pos
good product low cost print quality scan copy good,"Very good product in low cost, and print quality, scan, copy very good,",0.5000000000000001,0.4666666666666666,pos
fantastic,Fantastic,0.9,0.4,pos
update th aug printer stopped working year stopped accepting paper cleaned feed roller behind tray transfer roller accessible behind yet resolve canon onsite technician visited home take look tell problem paper pickup assembly feed roller charged r service fee without spending even min check printer said bring printer service center assembly related issue rarely fixed instead may try give replacement printer discount printer dust deposit outside inside used time far help yo kid homework assignment photo print used original ink cartridge replaced far writing help decide whether owning printer v getting print print store nearby better option feel like unless want frequently four time week need take printout without work cannot proceed avoid owning printer original review veteran worker used numerous mfps work year always admired feature duplex printing adf scan email huge expensive network printing machine enjoy feature home printer one printer fairly easy setup started printing wifi using laptop oneplus phone time also use printer help nephew homework assignment far everything working great even took print photo frame etc glossy photo paper turned fabulous printer well worth money ink cartridge last adequately take time learn use properly quick tip better quality printer medium better print turn make sure use good quality paper expect best quality print whether photo regular document print quick tip make sure know use photo editing software get exact size print really want use sized paper mistakenly print x borderless printing end wasting lot ink picture may use,"--- Update 11th Aug 2021 ---Printer stopped working after about a year. It stopped accepting paper. I've cleaned the feed roller behind the tray and the transfer roller accessible from behind, yet to no resolve.The canon onsite technician visited home to take a look. Tells me the problem is with the paper pickup assembly and not with the feed roller. Charged Rs. 650 in service fees without spending even 10 mins to check the printer. He said I should bring the printer to their service center but assembly related issues can rarely be fixed. Instead they may try to give me a replacement printer for a discount.The printer has no dust deposits outside or inside and has been used about 20 times so far for help with a 10 yo kids homework assignments and some photo prints. I only used original ink cartridges which were replaced once so far.I am writing this to help you decide whether owning a printer vs getting your prints from a print store nearby is a better option for you. I feel like unless you want to frequently (more than four time a week) need to take printouts without which your work cannot proceed, you should avoid owning a printer.--- Original review ---I am a veteran IT worker, have used numerous MFPs at work over the years. I always admired features such as duplex printing, ADF and scan to email in those huge expensive network printing machines.Now you can enjoy most of those features (and more) in home printers such as this one. The printer was fairly easy to setup, and I started printing over WiFi using my laptop AND my OnePlus phone, in no time at all. I also use the printer to help my nephew with his homework assignments and so far everything has been working great.I even took some prints for photo frames etc on glossy photo papers and those too turned out fabulous!The printer is well worth the money and the ink cartridges can last adequately if you take the time to learn how to use it properly.Quick tip 1 - The better the quality of printer media the better the print turns out. So make sure you use good quality paper when you expect the best quality print; whether for photos or regular document prints.Quick tip 2 - Make sure you know how to use photo editing software to get the exact size of print outs you really want. If you use A4 sized paper and mistakenly print a 4x6 with borderless printing, you will end up wasting a lot of ink, for a picture you may not use after all.",0.519806505223172,0.23912037037037034,pos
printing quality good easy install instruction helpful built quality quite cheap,Printing quality is good. Easy to install and instructions are helpful. Built quality is quite cheap.,0.7111111111111112,0.5111111111111111,pos
ok,It's ok,0.5,0.5,pos
suggest buy ink tank printer ink jet printer go see diffrence,I suggest you buy a ink-tank printer not ink-jet printer go and see diffrence between them,0.0,0.0,pos
printer set little difficult set u print device wifi without app print quality good black white draft mode great action reducing ink consumption draft mode print quality good adf working great yet try colour printout,Printer set up is little difficult. Once you set up u can print from device on wifi without any app. Print quality is good. Black and white draft mode great action for reducing ink consumption. Draft mode print quality is good. ADF is working great. Yet to try out colour printouts,0.5259259259259259,0.24953703703703706,pos
ordered product printer amazon th june received delivery th found product working properly defected made request replacement th delivery boy came n refused give replacement delivery saying serial matching record called customer care told incident said r making return request ur product n refund ur money case th june product picked amazon boy day called amazon n asked refund order new product printer need urgently said ur return product returning seller u wait day day called said r investigating ur issue pls wait day finally called th july time said refund u investigating team decided hard earned money r gone,"I had ordered this product (Printer) on Amazon on 15th of June and received delivery on 17th. I found that product was not working properly as it was defected. So I made a request for replacement. On 18th delivery boy came n refused to give me replacement delivery by saying that Serial no. not matching with my records. I called customer care and told them all the incident. They said that we r making a return request for ur product n we will refund ur money in this case. On 20th of June product picked up by Amazon boy. After 3-4 days I called to Amazon n asked about my refund as I had to order a new product (Printer) which I need it urgently. They said ur return product is returning to the seller. So u have to wait for 4-5 days more. After 5 days I called again, they said we r investigating ur issue, so pls wait more 3 days. Finally I called them on 4th of July. This time they said we can't refund u as our investigating team decided to that. My hard earned money (Rs. 8499) gone.",0.5240530303030303,-0.03882575757575758,pos
initially issue using printer whole ink exhausted time realised mistake making later good use printing max paper day special mention customer service amazing even whatsapp support home usage max paper day happily opt tip obvious mistake initially feeding slightly folded paper damaged belt printer paper used get stuck inside printer make sure paper feeding plain,"Initially had issues using the printer ..whole ink was exhausted by the time I realised what is the mistake I was making. But later on it was good ..we use it for printing max 2-5 papers a day.Special mention to their customer service...it's amazing...they have even whatsapp support.If it is for home and your usage is max 5-8 papers a day , you can happily opt for this.Tip: The obvious mistake I did initially was feeding a slightly folded paper... which damaged the belt of printer as paper used to get stuck inside printer. So make sure paper you are feeding is plain.",0.4680097680097679,0.18278388278388277,pos
home use print delicate quality print great,"Home use, print was very delicate,the quality of the print is not so great.",0.825,0.25,pos
please sendgood one,Please sendgood one,0.0,0.0,pos
handle easy,Handle for Easy.,0.8333333333333334,0.43333333333333335,pos
updated review month usage high printing cost installation good wifi print easy set device printer need connected wifi thats package well packed bubble cover however kept brown paper meter amazon box along printer box piece pucca new seller trusted fax option good price print quality good take lot time process print previous canon printer process late paper get jammed often problem seen cadrige stuff verywell packed cadridge refilled syringe either local refill shop run quickly thats bad emergency us buy couple cadridge never know run even took paper written document full refilling opinion regret buying reading good review brought crap honestly suggest buy canon inkjet printer useful home purpose,Updated review after 3 months of usage :•Too high printing cost.•The installation is good but wifi print is easy to set up. Your device and printer need to be connected to same wifi thats all.•The package was not well packed with bubble covers. However they kept brown paper of 1-2 meters in the amazon box along with the printer box.The piece is pucca and new. So the seller can be trusted.•Fax option is good for the price.•The print quality is good but takes lot of time to process and print it.•My previous canon printer process late and papers get jammed often. Same problem is seen here.•Cadrige and all stuffs are verywell packed. The cadridge can be refilled with syringe either by yourself or any local refill shop. But it runs out very quickly. Thats too bad for emergency uses. You should buy couple of cadridge as you never know when it'll run out. For me it hasn't even took 50 papers (of written documents) for full refilling.•my opinion : i regret buying this. Reading all good reviews i brought this crap. I honestly suggest you to not buy this.•No canon inkjet printers are useful for home purposes.,0.5300713012477719,0.1791978609625669,pos
good,Good,0.6000000000000001,0.7,pos
starter installation cinch started mobile worked flawlessly wifi mac io android device take try get adf scan work well set paper guide correctly good job correct size set via guide side could get chewed scan would become angled dual side print worked well important get setting paper width guide right position done paper go smoothly get spit well interesting print come reverse order unlike printer someone want read come may wait end canon done fairly good job coming home printer feature price point wonder easy get hand printer easily ink tank printer good larger volume someone need print page randomly may good choice,"For starters, installation was a cinch - started with the mobile. Worked flawlessly over wifi on mac, iOS a d android devices.It takes a few tries to get the ADF scan to work well, set the paper guides correctly and it does a good job after that. If the correct size isn’t set via the guides, the sides could get chewed up and the scans would become angled.Dual side print worked well. Again, it’s important to get the setting of the paper width / guides at the right position. Once this is done, papers go in smoothly and get spit out well. Interesting, the prints come out in the reverse order, unlike other printers. If you’re someone who wants to read as it comes out, you may have to wait until the end.Canon has done a fairly good job coming up with a home printer with these features at this price point. No wonder it’s not easy to get your hands on this printer easily.While Ink Tank printers are good for larger volumes, for someone who has a need to print a few pages randomly, this may be a good choice.",0.6617216117216116,0.4424908424908426,pos
regular use printing job alright need month paper feeder started problem pro cheap duplex work fine tried feeder top fax anything else pretty sure function would well well direct wifi work flawlessly multiple way connect kinda make confusing work smoothly issue take paper matter unless actually force paper feeder roll cleaned used le paper paper new paper old paper push ink kinda expensive really cost low whatever description say printer home saving time ease use matter much,"I don't have regular use of printing. And it does the job just alright when there's need. It's been a few months and now the paper feeder has started having problems.Pros - Cheap, duplex works fine, haven't tried the feeder from the top, fax, or anything else but I'm pretty sure those functions would do well as well. Direct Wifi works flawlessly. Having multiple ways to connect kinda makes it confusing but works smoothly.Issues - (1) It doesn't take in the paper no matter what I do, unless I actually force the paper in when the feeder rolls. I've cleaned it, used less paper, more paper, new paper, old paper. I have to push it in.(2) The ink is kinda expensive. It doesn't really cost as low as whatever the description will say, but having a printer at home is about saving time and ease of use. So, doesn't matter that much to me.",0.4188445541386718,0.1413547237076649,pos
worst product even complete month working ink cartridge complete day every time page service available,"Worst Product, even not complete 4 months, it's not working..ink cartridge complete with in 10 days every time, only 5 to 5 page..no service available..",0.5499999999999999,-0.1,neg
product deserves star however couple point really annoying two outstanding feature product viz auto document feeder auto duplex printing feature work like charm lcd screen keypad importance ergonomically placed rather awkward position also lcd screen bigger backlit print quality superb b w colour print using printer native settingshence ink consumption little bit higher side also ink cartridge little pricey initial setup quite annoying canon seems forgotten mention printer need first connected wi fi network function correctly setting printer good learning experience,"A product that deserves 5 stars, however there are a couple of points that are really annoying. Two outstanding features of this product are viz Auto Document Feeder and Auto Duplex Printing. Both these features work like a charm.The LCD screen and keypad, both of which are of importance should have been ergonomically placed rather than the awkward position that they are in now. Also the LCD screen should have been bigger and backlit.Print quality is superb for B/W and colour prints.I am using the printer with native settingshence ink consumption is a little bit on the higher side. Also ink cartridges are a little pricey.Initial setup was quite annoying as Canon seems to have forgotten to mention that the printer needs to be first connected to the Wi-fi network to function correctly. Setting up the printer was a good learning experience for me.",0.6340277777777779,0.010416666666666657,pos
printer give nearly printes ink cartridge completely printer feature told give printes atleast time tell suitable ink cartridge printer,This printer gives nearly just 80 printes only then ink cartridges completely over. But in this printer features told it gives 400 printes. Atleast this time tell me suitable ink cartridges for this printer.,0.5166666666666667,0.25,pos
like product much,I like this product very much,0.2,0.2,pos
printing quality bad one fax printing scanning side printing wothout turning paper automatically paper print side paper scanning clearity good,"Printing quality not bad All in one, fax, printing,scanning both side printing wothout turning the paper automatically the paper prints both side of the paper. Scanning clearity too good",0.6333333333333333,5.551115123125783e-17,neg
good printer love amazon,Good printer 🖨 👍 I love Amazon 😍,0.6000000000000001,0.6,pos
digital display useless printer work slow canon n much better disappointing performance,The digital display is useless. Printer works very slow. I have Canon m232n much more better then this. Very disappointing performance.,0.36,-0.18,neg
printing quality low much time taking process,Printing Quality is very low & it’s too much time taking process,0.25,0.1,neg
nan,,0.0,0.0,pos
duplex print working otherwise everything okay,Duplex print not working. Otherwise everything okay.,0.5,0.5,pos
one perfect printer home office use,All in one perfect printer for home and office use..,1.0,1.0,pos
print quality installation easy also good mobile app interact easily device ease use difficult like common use case print id card side one side paper u change option straight forward,"Print quality and installation is easy, also they have very good mobile app which can interact easily with device. But ease of use is very difficult. Like most common use case ""Print ID card both sides into one side of paper"" for this u have to change options which are not straight forward.",0.6944444444444445,0.1611111111111111,pos
canon pixma printer bought home use particularly baby hence point note sufficient using window ultimate bit software ofcourse outdated find given cd useful installation really difficult perhaps update win connection via mobile super quick gotta download install canon print inkjet selphy play store android user printing easy along printer provide u ink cartridge cd user manual followed instruction manual youtube video xerox scan copy duplex print photo print job given cost bought great indian festival sale update con found ink cartridge last longer quote printed le copy even show ink pathetic dear buyer invest k opt ink tank printer printing use paper gsm,"✔Canon pixma 4270, the printer that I bought for home use particularly for my baby.  Hence, on that point of note it's more than sufficient.✔I'm using windows 7 ultimate 64bit software (ofcourse outdated)  for which I couldn't find the given CD useful. For me installation was really difficult perhaps, I should update my OS to win 10.✔Connection via mobile was super quick✔All you gotta do is download and install canon PRINT Inkjet/SELPHY from play store (android  user) that's all, printing is that easy.✔ Along with the printer they provide us with 2 ink cartridges, CD and a user manual. I just followed those instructions from the manual and few YouTube videos✔ Be it Xerox, scan, copy, duplex print or photo print it does the job for the given cost. Bought it on Great Indian Festival  Sale for 5200/-Update:✔ The cons that I found was the ink cartridges doesn't last longer as they quote. I printed less than 50 copies even before that it shows 25% of ink. Pathetic!✔ Dear buyers, invest 2k more and opt for an ink tank printer✔ While printing use papers that is 80GSM or more",0.5986111111111111,0.10555555555555556,pos
first thanks amazon super quick delivery support functionality required home use best feature wifi auto feed driver available online downloaded net installed window easy install android app also easily available easy connect printer got print scanning done pc mobile phone reported issue page detection also faced issue first time got rid went instruction print quality ok set quality standard need find solution expensive cartridge guess canon provided driver ubuntu find driver rpi platform ubuntu like add recently installed driver unbuntu rpi platform many option available working,"First of all , thanks Amazon for super quick delivery.It supports all the functionalities that is required for home use. The best features are, WiFi and Auto feed.The driver is available online. I downloaded from net and installed on my Windows 10; very easy to install. Android app is also easily available and easy to connect with the printer. Got the print out and scanning done from both pc and mobile phone.Few reported issue with page detection, I also faced the issue first time. But, got rid of it once went through the instruction.Print quality is Ok, as I set the quality as *Standard*.Need to find out solution for the expensive cartridge :)I guess Canon provided driver for Ubuntu. But, did not find any driver for Rpi platform for Ubuntu.=> Like to add, recently installed driver for unbuntu 20 for Rpi platform. Not many options are available but, working.",0.42058823529411765,0.2901960784313726,pos
take printout word overlapping please provide solution,When we take the printout the word is overlapping.Please provide the solution.,0.0,0.0,pos
good printer expensive cartridge price also buy color black white printer print us expensive color cartridge print pure black white document way select black white mode,"Good printer but expensive cartridge price. Also, you have to buy color and black & white for the printer to print.  BUT it uses a more expensive color cartridge to print pure black & white documents.  No way to select black & white only mode.",0.38000000000000006,-0.058571428571428566,pos
slow came print every time show error wifi connect print going slow value money pl take return,"Very slow came out the print ,every time  show the error ,Wifi connect but print are going slow .it's not value for money ,pl take return it",0.39999999999999997,-0.30000000000000004,neg
writing review receiving product printer super easy install took le minute download app set support airprint easily print iphone print quality good speed okay faster previous hp printer obviously fast laser printer offer auto duplex auto document feeder making printing work much easier hassle free cannot comment right economy cartridge update month however one con printer canon supplied manual page mentioning set printer supplied use great feature full product know use function one download detailed manual website edit year usage printer ink costly run print refuse print black white page colour cartridge running low even completely new full b w cartridge top ink cartridge easily available,"Writing the review on receiving the product. The printer was super easy to install. Took less than 5 minutes to download the app and set it up. Supports AirPrint so I can now easily print from my iPhone. Print quality is good and speed is okay ( faster than my previous hp printer but obviously not as fast as a laser printer). Offers auto duplex & auto document feeder making printing work so much easier and hassle free. Cannot comment right now on the economy of the cartridges, will have to update after a few months. However, one con of the printer is that canon has not supplied the manual. Only a few pages mentioning how to set up the printer have been supplied. What is the use of having a great feature full product if I don’t know how to use most of the functions! One has to download the detailed manual from their website.Edit (after 2 years usage): The printer ink is very costly and runs out after a few prints. Refuses to print black and white pages if the colour cartridge is running low (even with a completely new and full B&W cartridge). To top it off, ink cartridges are not easily available.",0.5211796536796538,0.30443722943722945,pos
efficient printer,Efficient printer,0.0,0.0,pos
far good let see,So far so good.. Lets see,0.8,0.39999999999999997,pos
product good,The product is good.,0.6000000000000001,0.7,pos
good product good print quality bit difficult install feel good print quality,Good product with Good print quality.Bit difficult to install.i feel good about print quality,0.7000000000000001,0.39999999999999997,pos
great product reasonable price,great product at reasonable price,0.675,0.5,pos
easy installationworks expected,Easy installationWorks as expected,0.6166666666666667,0.16666666666666669,pos
hard handle economic get print comparison brand printer catridge rate costly,Its very hard to handle and not economic to get the prints comparison to other brand printers. The catridge rate is too costly.,0.37083333333333335,-0.04583333333333334,neg
wont recommend printer non people flimsy component ruggedness page crumble jam pretty easy,I wont recommend this printer for non-IT people.. flimsy components.. ruggedness not there. pages crumble or jams pretty easy..,0.9166666666666667,0.3416666666666667,pos
made fail scrap paper feed work couple month suddenly happens never able recover cannon company service charge printer cost roller replacement take print waste atleast paper open rear remove stuck paper time doesnt pick paper first month work ok thing happens make paper doesnt go cannon authorized service agent say standard problem cannon printer home usage needed purchase costing k used office wise good suggestion cannon representative complete money wasted purchasing printer,"It's made to fail and scrap. Paper feed doesn't work after couple of months. Suddenly it happens and never able to recover. Cannon company service charges more than 50% of printer cost for roller replacement. To take a print, have to waste atleast 2-3 papers, open the rear to remove stuck paper. 90% of time, doesnt pick up the paper. First 1-2 months it works ok. But after that, some thing happens which makes the paper doesnt go in. The Cannon authorized service agent says its standard problem with all Cannon printers for home usage. And if needed purchase which is costing 50K + used in office - a Very wise and good suggestion from Cannon representative. The complete money is wasted in purchasing this printer.",0.38819444444444445,0.09166666666666667,neg
good,Good,0.6000000000000001,0.7,pos
bad product problem creat request please buy,This is very bad product and very very problem creat .So I request please don't buy .,0.6666666666666666,-0.6999999999999998,neg
paper getting jammed auto duplex printing happening,Paper is getting jammed.Auto duplex printing is not happening,0.6,-0.1,pos
believe feel bit fishy get printer merely r beast dont understand best rated budget printer amazon attached printed picture demonstrate excellent quality price point connects directly smartphone without need additional router feature adf duplex printing easy use superb feature saving time reviewed almost every printer available online r finally went leaderboard made bold decision buy printer dozen others better rating happy decision con printer cartridge yield lot lesser page advertised apart yield pretty satisfactory amount page one word dont give headache choose good printer budget go one,"BELIEVE ME , IT FEELS A BIT FISHY THAT YOU CAN GET THIS PRINTER FOR MERELY 7000RS. ITS A BEAST! I DONT UNDERSTAND WHY THIS IS NOT THE BEST RATED BUDGET PRINTER ON AMAZON?! I HAVE ATTACHED A PRINTED PICTURE TO DEMONSTRATE THE EXCELLENT QUALITY FOR THIS PRICE POINT . CONNECTS DIRECTLY TO YOUR SMARTPHONE WITHOUT THE NEED OF AN ADDITIONAL ROUTER, FEATURES ADF AND DUPLEX PRINTING WHICH ARE EASY TO USE AND SUPERB FEATURES IN SAVING TIME.I REVIEWED ALMOST EVERY PRINTER THAT'S AVAILABLE ONLINE UNDER 10000RS AND FINALLY WENT AGAINST THE LEADERBOARD AND MADE A BOLD DECISION TO BUY THIS PRINTER OVER DOZENS OF OTHERS THAT HAD BETTER RATINGS AND I AM SO HAPPY WITH MY DECISION NOW.THE ONLY CON OF THIS PRINTER: THE 57S CARTRIDGE YIELDS A LOT LESSER PAGES THAN ADVERTISED, APART FROM THAT , THE 47 AND THE 57 (NOT SAME AS 57S) YIELD A PRETTY SATISFACTORY AMOUNT OF PAGES.ONE WORD, DONT GIVE YOURSELF A HEADACHE TO CHOOSE A GOOD PRINTER UNDER BUDGET, GO FOR THIS ONE!",0.692857142857143,0.42976190476190473,pos
bought light printing home wifi function quite useful away need connect printer computer although take step involving installing app smartphone etc wish lcd backlit since would aided visibility installation minor quibble printer placed corner without much light use lcd setup printing draft mode quick us le ink ink consumption slightly higher side big deal since replacement cartridge cheaper side higher volume printing would suggest going brother monochrome laser printer much quicker higher yield per toner cartridge,"I bought this for some light printing at home - the Wifi function is quite useful and does away with the need to connect the printer to a computer, although it does take a few more steps involving installing an app on your smartphone etc. Wish the LCD was backlit since it would have aided visibility during installation - minor quibble only because the printer was placed in a corner without much light. Haven't had to use the LCD after the setup. Printing in draft mode is quick and uses less ink. The ink consumption is slightly on the higher side - not such a big deal since replacement cartridges are on the cheaper side. For higher volume printing, I would suggest going for a Brother monochrome laser printer which will be much quicker and with higher yield per toner cartridge.",0.39,0.2333333333333333,pos
print quality good easy install system wifi number colour print taken near page overall use home purpose,"Print quality is good, easy to install both system and wifi. But the number of colour print taken near to 50 to 60 pages. Overall use for home purpose only.",0.45833333333333337,0.30833333333333335,pos
printer really awesome easy install n use instantly printout high quality impressed doubt go ahead make,Printer is really awesome and very easy to install n use instantly.Printouts are high quality and we are impressed.No doubt.. just go ahead and make it yours.,0.808,0.5186666666666666,pos
excellent quality,Excellent quality,1.0,1.0,pos
medium could loaded ye photo copy kabhi nahi karta wakbas h ek month bhi nahi chala bhul kar bhi na lhardna,"The media could not be loaded.
                



 Ye photo copy kabhi nahi karta wakbas h ek month bhi nahi chala bhul kar bhi na lhardna",0.0,0.0,pos
around black print colour per page,"Around 7/- for black print,  colour over 20/- per page",0.43333333333333335,-0.16666666666666666,pos
decent print quality canon never disappoints bought small home office serf purpose well,Decent print quality. Canon never disappoints - bought for small home office. Serves the purpose well 👍,0.5333333333333333,-0.04166666666666667,pos
nice,Nice..,1.0,0.6,pos
device good printing color b w document device lan port therefore way connect either using usb non network mode using wi fi using latter constant trouble finding lan computer almost useless network printer suggestion would go wired lan printer anyone need network printer scanner work quality ok work triggered computer install nap software one click scan mfp didnt work tried function cant say build quality plastic poorly built tray lot wobble paper alignment therefore always challenge want something expensive plan using without network connection one location may work want something work network take care home small office print scan copy need recommend,"The device is good for printing color and B/W documents, but the device does not have a LAN port. Therefore, the only way to connect it is either using USB (non network mode), or using Wi-Fi. I am using the latter, and I have constant trouble in finding it on my LAN computers. Its almost useless for me now as a network printer. My suggestion would be to go for a wired LAN printer for anyone who needs a network printer. The scanner works and quality is ok, but works only when triggered from computer (I had to install NAPS32 software for this); one click scan from MFP didnt work. Haven't tried other functions, so cant say about those. For the build quality, its plastic and is poorly built (the trays have a lot of wobble), and paper alignment will therefore, always be a challenge. All in all, if you want something not too expensive, plan on using it without network connection at one location only, then this may work. If you want something that works on a network, and can take care of a home/ small office print/ scan/ copy needs, I wouldn't recommend it.",0.39259259259259255,-0.07222222222222224,pos
used couple print turned nice hopefully continue working advertised,Used it for a couple of prints. They turned out nice. Hopefully it’ll continue working as advertised.,1.0,0.6,pos
bad,Very bad,0.6666666666666666,-0.6999999999999998,neg
name bit misleading consumes lot ink le printing page faced issue told post warranty use thrown case face issue fix unless paper jam issue believe cannon review support policy also efficient printer claimed,"Name is bit misleading as it consumes lot of ink with very less printing pages.Faced an issue and it was told that post warranty, it is use and thrown. In case you face an issue then there is no fix for it unless it is just paper jam issue.I believe Cannon should review the support policy and also more efficient printer as claimed .",0.0,0.0,pos
hp printer earlier wanted change printing speed slower hp print quality better difficult install compared hp size also bigger feature comment photo printing since done must fine checked long ink last seems must giving adequate number printout claimed company ink cartridge costly,"I had HP printer earlier. I wanted a change. Printing speed is slower then HP but print quality is better. Difficult to install as compared to HP,size is also bigger but it has more features. I can't comment on photo printing since, I have not done,must been fine. I have not checked for how long ink lasts but it seems it must be giving adequate number of printouts as claimed by company. Ink cartridge is costly",0.47500000000000003,0.0875,pos
